datetime,station,date,day_of_year,station_id,flow,st_max_temp,st_min_temp,st_mean_temp,st_heat_deg_days,st_cool_deg_days,st_total_rain,st_total_snow,st_total_precip,st_total_snow_on_ground,st_dir_of_max_gust_10sdeg,st_spd_of_max_gust_kmh,era5_noon_t2m,era5_noon_evavt,era5_noon_ro,era5_noon_sd,era5_noon_es,era5_noon_sf,era5_noon_smlt,era5_noon_stl1,era5_noon_ssr,era5_noon_e,era5_noon_tp
8/29/2015,06JB001,8/29/2015,,,46.6,16.1,7.2,11.7,6.3,0,,,0,0,,<31,286.5468704,-7.55E-06,0.000681119,0,-8.73E-11,1.86E-09,-1.86E-09,287.0932957,4563505.225,-0.000555216,0.005398652
8/30/2015,06JB001,8/30/2015,,,46.6,18.1,5,11.6,6.4,0,,,1,1,14,52,287.0566674,-1.60E-05,0.000638455,0,-8.73E-11,1.86E-09,-1.86E-09,285.7070325,3373706.425,-0.000359992,1.88E-05
8/31/2015,06JB001,8/31/2015,,,47.2,15.5,9.6,12.6,5.4,0,,,1.8,1.8,13,48,286.4992239,-2.10E-05,0.000662301,0,-8.73E-11,1.86E-09,-1.86E-09,284.7937926,1343131.028,-0.000629139,0.004013683
9/1/2015,06JB001,9/1/2015,,,48.1,19.6,7.9,13.8,4.2,0,,,3.3,3.3,10,35,287.6216735,-3.93E-06,0.000647428,0,-8.73E-11,1.86E-09,-1.86E-09,287.5369472,3264844.041,-0.000390319,0.002156707
9/2/2015,06JB001,9/2/2015,,,48.6,9.8,6.2,8,10,0,,,1.3,1.3,6,54,281.8299039,-3.25E-05,0.000639944,0,-8.73E-11,1.86E-09,-1.86E-09,283.206008,1401914.14,-0.000320682,0.001737419
9/3/2015,06JB001,9/3/2015,,,48.9,11.6,4,7.8,10.2,0,,,,,5,48,281.1801752,-7.42E-05,0.000624597,0,-8.73E-11,1.86E-09,-1.86E-09,282.0253906,2549819.833,-0.000644893,0.000109654
9/4/2015,06JB001,9/4/2015,,,48.8,9.5,2.2,5.9,12.1,0,,,0,0,6,37,280.2279784,-6.46E-05,0.000619864,0,-8.73E-11,1.86E-09,-1.86E-09,282.1526887,3756223.999,-0.000674847,0.00011898
9/5/2015,06JB001,9/5/2015,,,48.3,7.4,2.9,5.2,12.8,0,,,0,0,,<31,278.8015634,-4.13E-05,0.000618937,0,-8.73E-11,1.86E-09,-1.86E-09,279.9699753,2083824.774,-0.000489172,0.000815271
9/6/2015,06JB001,9/6/2015,,,47.7,14.8,0.9,7.9,10.1,0,,,0,0,16,32,281.7893063,-2.10E-05,0.000609923,0,-8.73E-11,1.86E-09,-1.86E-09,283.9024515,4186591.99,-0.000397916,8.42E-05
9/7/2015,06JB001,9/7/2015,,,47.2,11.9,2.6,7.3,10.7,0,,,,,19,32,280.8026357,-3.15E-05,0.000604647,0,-8.73E-11,1.86E-09,-1.86E-09,281.8996116,4137369.676,-0.000401153,6.76E-07
9/8/2015,06JB001,9/8/2015,,,46.7,11.6,1.6,6.6,11.4,0,,,0,0,,<31,281.3161648,-3.12E-05,0.000600092,0,-8.73E-11,1.86E-09,-1.86E-09,281.4346741,2591000.741,-0.000346245,3.99E-05
9/9/2015,06JB001,9/9/2015,,,46.4,13.7,3.8,8.8,9.2,0,,,0.7,0.7,,<31,280.6414007,-1.43E-05,0.000603069,0,-8.73E-11,1.86E-09,-1.86E-09,280.2544947,962149.2531,-0.000196195,0.00135706
9/10/2015,06JB001,9/10/2015,,,46.2,13.4,2.8,8.1,9.9,0,,,0,0,,<31,283.5392752,-1.13E-05,0.00059138,0,-8.73E-11,1.86E-09,-1.86E-09,283.5863432,3438914.848,-0.000230699,0.000162117
9/11/2015,06JB001,9/11/2015,,,46.1,13.9,7.3,10.6,7.4,0,,,4.5,4.5,24,48,287.1919106,-1.14E-05,0.000594336,0,-8.73E-11,1.86E-09,-1.86E-09,285.1838369,3877504.613,-0.000458397,0.00139431
9/12/2015,06JB001,9/12/2015,,,46.4,12.6,-0.6,6,12,0,,,,,34,76,279.5356024,-4.31E-06,0.000621242,0,-8.73E-11,1.86E-09,-1.86E-09,281.1640119,1018348.129,-0.000452114,0.005694992
9/13/2015,06JB001,9/13/2015,,,45.8,3.4,-1.1,1.2,16.8,0,,,0,0,33,61,274.223902,-0.000104163,0.000576815,0.000160723,-1.93E-06,0.000161992,-1.86E-09,276.5416584,2281887.394,-0.000717882,0.000179474
9/14/2015,06JB001,9/14/2015,,,45.8,2.3,-1.6,0.4,17.6,0,,,0.2,0.2,33,54,273.4142506,-8.24E-05,0.000572288,0.000420161,-1.19E-05,0.000163238,-1.86E-09,274.0225622,2497378.283,-0.000558421,0.000168083
9/15/2015,06JB001,9/15/2015,,,45.3,9.9,0,5,13,0,,,0,0,23,43,278.5650653,-3.92E-05,0.000568048,0.00046688,-6.87E-06,2.19E-06,3.53E-05,277.9912843,2920618.279,-0.000409635,2.06E-06
9/16/2015,06JB001,9/16/2015,,,44.5,11.7,-1.5,5.1,12.9,0,,,0,0,18,44,280.15524,-3.04E-05,0.000563801,0.00030957,-1.37E-06,1.86E-09,5.79E-05,279.600448,3671463.963,-0.000390137,0
9/17/2015,06JB001,9/17/2015,,,43.7,6.8,-0.9,3,15,0,,,0,0,17,33,278.4792839,-2.65E-05,0.000559657,0.000147066,1.88E-06,1.86E-09,4.33E-05,278.3113533,1930019.355,-0.000192087,6.54E-05
9/18/2015,06JB001,9/18/2015,,,42.9,8.8,1.1,5,13,0,,,0,0,19,37,277.5564558,-1.68E-05,0.000556124,6.71E-05,7.55E-07,1.86E-09,3.78E-05,277.8513928,1072849.605,-0.000196081,0.00022897
9/19/2015,06JB001,9/19/2015,,,42.2,5.3,1.7,3.5,14.5,0,,,9.5,9.5,12,57,278.5581418,-2.52E-05,0.00055054,3.55E-05,-1.51E-07,1.86E-09,1.33E-05,278.8183015,2593698.205,-0.00032542,3.45E-05
9/20/2015,06JB001,9/20/2015,,,43,3,0,1.5,16.5,0,,,10.2,10.2,4,65,274.1423163,-3.12E-05,0.000588882,0.005637836,3.02E-05,0.006665752,0.001084875,275.6995194,614870.3795,-0.000285084,0.01194391
9/21/2015,06JB001,9/21/2015,,,43.7,0.7,-0.1,0.3,17.7,0,,,1.8,1.8,1,70,273.2019272,-5.29E-05,0.000541903,0.012280077,-0.000329723,0.003907056,1.62E-05,274.4734949,826743.6783,-0.000533674,0.003925103
9/22/2015,06JB001,9/22/2015,,,44.2,2.1,-1.5,0.3,17.7,0,,,0,0,36,46,273.9151435,-3.96E-05,0.000537417,0.014542771,-0.000363571,0.000925209,4.95E-08,274.2590023,814081.66,-0.000477047,0.000934589
9/23/2015,06JB001,9/23/2015,,,44.2,2.1,-1.3,0.4,17.6,0,,,0.2,0.2,,<31,274.5887471,-1.99E-05,0.000535736,0.013979168,-6.89E-05,0.000155367,0.000321666,274.5837697,1116824.483,-0.000146315,0.000173094
9/24/2015,06JB001,9/24/2015,,,43.3,5.4,-0.4,2.5,15.5,0,,,0,0,11,41,276.8616262,-2.92E-05,0.000534343,0.012109789,-8.61E-05,5.98E-05,0.000654343,273.9617375,1416533.691,-0.000184157,0.000113444
9/25/2015,06JB001,9/25/2015,,,42.5,8.7,3.3,6,12,0,,,3.5,3.5,24,61,280.5291261,2.61E-06,0.000569598,0.00339817,0.000183007,1.86E-09,0.005263111,278.4298169,833391.4072,0.000117045,0.00015249
9/26/2015,06JB001,9/26/2015,,,42.8,7.7,2.1,4.9,13.1,0,,,0,0,24,72,280.6727719,-1.53E-05,0.00053142,0.000621666,1.29E-05,1.86E-09,0.000784872,279.4517058,3228856.504,-0.000594183,0.000334158
9/27/2015,06JB001,9/27/2015,,,42.5,2.3,-3.7,-0.7,18.7,0,,,0.4,0.4,34,76,275.1167139,-4.08E-05,0.000519229,0.000626925,-8.13E-06,0.000246944,2.40E-05,275.4692996,1948543.37,-0.000342113,0.000386001
9/28/2015,06JB001,9/28/2015,,,41.7,-2.2,-6.7,-4.5,22.5,0,,,0,0,34,59,270.6532814,-8.02E-05,0.000515052,0.000925158,-3.58E-05,0.000175284,-1.86E-09,272.1064025,1978499.764,-0.000354981,0.000178629
9/29/2015,06JB001,9/29/2015,,,41.9,2.1,-7.1,-2.5,20.5,0,,,0,0,19,37,273.38015,-3.13E-05,0.000511958,0.00089326,-1.04E-05,4.87E-06,-1.86E-09,272.3027229,2633126.904,-0.000161267,7.51E-06
9/30/2015,06JB001,9/30/2015,,,41.7,12.6,-0.6,6,12,0,,,0,0,19,61,281.1696538,-1.72E-05,0.000511237,0.000605068,-5.46E-06,1.86E-09,0.000255717,274.5936796,2164817.015,-0.00021313,9.39E-07
11/16/2015,06JB001,11/16/2015,,,20.4,-9.7,-18.4,-14.1,32.1,0,,,3.8,3.8,7,67,256.6394133,-9.28E-07,0.000406192,0.086134051,1.82E-05,0.000375895,-1.86E-09,271.1495485,57924.07591,1.73E-05,0.000378704
11/17/2015,06JB001,11/17/2015,,,20,-7.1,-23.5,-15.3,33.3,0,,,0.4,0.4,23,59,256.283121,-2.32E-06,0.000404134,0.097044289,8.84E-05,0.005244646,-1.86E-09,271.2808998,71445.04721,8.68E-05,0.005246326
11/18/2015,06JB001,11/18/2015,,,19.6,-18.1,-24.8,-21.5,39.5,0,,,0,0,29,44,252.1565724,-1.67E-06,0.000402014,0.097109178,4.32E-05,6.18E-06,-1.86E-09,271.2007283,69892.46106,4.18E-05,6.00E-06
11/19/2015,06JB001,11/19/2015,,,19.2,-16.7,-25.4,-21.1,39.1,0,,,0,0,30,44,252.5551752,2.44E-07,0.000399957,0.097296755,0.000140912,1.86E-09,-1.86E-09,271.1278554,69941.40006,0.00014242,9.39E-08
11/20/2015,06JB001,11/20/2015,,,18.8,-17.2,-28,-22.6,40.6,0,,,0,0,29,37,245.6088632,-1.81E-06,0.000398145,0.097364448,4.12E-05,1.86E-09,-1.86E-09,270.9902363,69011.39656,3.95E-05,0
11/21/2015,06JB001,11/21/2015,,,18.5,-16.6,-22.9,-19.8,37.8,0,,,0.2,0.2,19,35,250.0358229,3.48E-08,0.000396094,0.09746349,2.90E-05,5.12E-05,-1.86E-09,270.8106123,47450.77091,2.95E-05,5.81E-05
11/22/2015,06JB001,11/22/2015,,,18.1,-13.3,-28.8,-21.1,39.1,0,,,0.4,0.4,36,43,255.0878301,2.44E-07,0.000394001,0.098073343,2.94E-05,0.000480312,-1.86E-09,270.8700893,42160.72556,3.01E-05,0.000482615
11/23/2015,06JB001,11/23/2015,,,17.7,-27,-36.1,-31.6,49.6,0,,,0.2,0.2,,<31,241.1774212,-3.21E-06,0.000391697,0.098208867,2.58E-05,2.62E-06,-1.86E-09,270.7600996,60722.63042,2.27E-05,2.91E-06
11/24/2015,06JB001,11/24/2015,,,17.4,-23.2,-31.2,-27.2,45.2,0,,,0,0,28,32,249.888078,4.39E-07,0.000389577,0.098483462,3.37E-05,0.000233716,-1.86E-09,270.5906867,41048.21992,3.45E-05,0.000237095
11/25/2015,06JB001,11/25/2015,,,17.1,-17.1,-29.4,-23.3,41.3,0,,,0,0,,<31,248.4124257,-2.15E-07,0.000387518,0.098614138,4.42E-05,5.39E-05,-1.86E-09,270.5110493,43718.08549,4.47E-05,5.91E-05
11/26/2015,06JB001,11/26/2015,,,16.7,-16.5,-24.5,-20.5,38.5,0,,,1.6,1.6,13,32,253.2134049,1.21E-08,0.000385124,0.099460058,1.27E-05,0.000600596,-1.86E-09,270.4829816,16324.55757,1.28E-05,0.000605626
11/27/2015,06JB001,11/27/2015,,,16.4,-21.3,-31.4,-26.4,44.4,0,,,0.9,0.9,,<31,249.9732553,-1.85E-06,0.000383059,0.101201491,1.88E-05,0.000182161,-1.86E-09,270.5885992,32973.33061,1.72E-05,0.000188066
11/28/2015,06JB001,11/28/2015,,,16.1,-15.5,-30.6,-23.1,41.1,0,,,0.2,0.2,,<31,254.7775986,1.21E-08,0.00038094,0.103488911,1.66E-05,0.001897613,-1.86E-09,270.6782245,25347.16628,1.69E-05,0.001901128
11/29/2015,06JB001,11/29/2015,,,15.8,-9.2,-15.9,-12.6,30.6,0,,,0,0,30,37,262.4632052,1.43E-06,0.000378545,0.104120346,6.59E-05,0.000525055,-1.86E-09,270.7814282,23015.85547,6.82E-05,0.000527703
11/30/2015,06JB001,11/30/2015,,,15.5,-9.2,-19.6,-14.4,32.4,0,,,2.8,2.8,7,44,260.2192501,-8.69E-07,0.000376481,0.105604261,2.13E-05,0.00141252,-1.86E-09,270.8393934,13032.0022,2.06E-05,0.001418683
12/1/2015,06JB001,12/1/2015,,,15.2,-19.6,-29.9,-24.8,42.8,0,,,0.4,0.4,6,43,248.3653072,-5.28E-06,0.000374114,0.109051615,-2.92E-05,0.001151124,-1.86E-09,270.8599592,24680.02152,-3.45E-05,0.001154534
12/2/2015,06JB001,12/2/2015,,,14.9,-18.6,-27.7,-23.2,41.2,0,,,0.6,0.6,5,39,253.0066914,-4.01E-07,0.00037196,0.110868528,5.22E-06,0.001797203,-1.86E-09,270.7868994,16226.61153,4.96E-06,0.001803014
12/3/2015,06JB001,12/3/2015,,,14.6,-22.3,-26.2,-24.3,42.3,0,,,0,0,5,37,247.6755062,-2.98E-06,0.000369895,0.111620937,-3.35E-05,0.000421704,-1.86E-09,270.8318085,15479.05692,-3.65E-05,0.000426531
12/4/2015,06JB001,12/4/2015,,,14.3,-17.4,-24.9,-21.2,39.2,0,,,0.2,0.2,8,48,250.7364448,-1.07E-06,0.000367527,0.1128099,6.29E-06,0.000882674,-1.86E-09,270.8256043,16142.06628,5.39E-06,0.000885954
12/5/2015,06JB001,12/5/2015,,,14,-15.8,-19.4,-17.6,35.6,0,,,4.3,4.3,8,56,254.8138667,-4.70E-08,0.000365374,0.119615943,9.83E-06,0.006592122,-1.86E-09,270.8981214,10358.10871,9.88E-06,0.006595363
12/6/2015,06JB001,12/6/2015,,,13.7,-17.9,-29.2,-23.6,41.6,0,,,0.6,0.6,8,43,255.4011203,-1.39E-06,0.000363068,0.122158696,1.02E-05,0.00152843,-1.86E-09,270.962599,11892.85547,8.78E-06,0.001531827
12/7/2015,06JB001,12/7/2015,,,13.5,-12.8,-26.7,-19.8,37.8,0,,,0,0,,<31,258.72528,4.43E-07,0.000360915,0.12271083,4.36E-05,0.000327447,-1.86E-09,270.9945393,8845.47035,4.45E-05,0.000331964
12/8/2015,06JB001,12/8/2015,,,13.2,-12.1,-22.6,-17.4,35.4,0,,,4.1,4.1,1,32,257.4260392,-6.24E-07,0.000358547,0.128235961,1.97E-05,0.004983074,-1.86E-09,271.0680977,9468.108706,1.95E-05,0.004990695
12/9/2015,06JB001,12/9/2015,,,13,,-31.6,,,,,,,,1,32,243.2579859,-5.03E-06,0.000356483,0.128434192,-2.54E-05,7.99E-05,-1.86E-09,271.0617256,13072.11042,-3.05E-05,8.09E-05
12/10/2015,06JB001,12/10/2015,,,12.7,-33.1,-37.6,-35.4,53.4,0,,,0,0,,<31,237.3075241,-1.12E-06,0.000354363,0.128451269,2.01E-06,9.05E-06,-1.86E-09,270.9589406,11697.05928,9.34E-07,1.42E-05
12/11/2015,06JB001,12/11/2015,,,12.5,-24.4,-38.8,-31.6,49.6,0,,,0,0,,<31,234.4451023,-4.60E-07,0.000351962,0.128478598,3.49E-06,1.00E-05,-1.86E-09,270.8545893,12627.11042,3.10E-06,1.59E-05
12/12/2015,06JB001,12/12/2015,,,12.3,-16.3,-24.8,-20.6,38.6,0,,,0,0,,<31,242.1978006,4.84E-08,0.000349904,0.128532217,9.92E-06,2.63E-05,-1.86E-09,270.7674348,9895.308427,1.01E-05,3.11E-05
12/13/2015,06JB001,12/13/2015,,,12,-12.6,-16.8,-14.7,32.7,0,,,0,0,13,35,257.0127266,1.67E-06,0.000347777,0.129021162,8.33E-05,0.000325783,-1.86E-09,270.8226697,9005.306051,8.61E-05,0.000327403
12/14/2015,06JB001,12/14/2015,,,11.8,,-16.8,,,,,,,,13,39,261.4096655,3.63E-06,0.000345691,0.129836886,0.000117532,0.000585599,-1.86E-09,270.9370917,8338.256051,0.000122416,0.000589191
12/15/2015,06JB001,12/15/2015,,,11.6,-8.2,-11.9,-10.1,28.1,0,,,0.2,0.2,,<31,263.5107974,1.34E-06,0.000343325,0.131184661,7.40E-05,0.001129646,-1.86E-09,271.0052339,7430.50579,7.61E-05,0.001131902
12/16/2015,06JB001,12/16/2015,,,11.4,-9.5,-19.8,-14.7,32.7,0,,,0.8,0.8,3,57,261.7194557,-4.15E-07,0.00034126,0.13307221,4.33E-05,0.001614825,-1.86E-09,271.0588075,6313.555211,4.33E-05,0.001617519
12/17/2015,06JB001,12/17/2015,,,11.2,-19.7,-27.8,-23.8,41.8,0,,,0.6,0.6,3,56,251.4163032,-7.72E-06,0.000339201,0.137497664,-9.43E-05,0.00335635,-1.86E-09,271.0694245,6091.415174,-0.000101912,0.003361917
12/18/2015,06JB001,12/18/2015,,,11,-27.1,-33.9,-30.5,48.5,0,,,0.2,0.2,,<31,245.560798,-2.29E-06,0.000337047,0.138311406,-2.57E-05,0.000496432,-1.86E-09,271.0119233,7426.055211,-2.80E-05,0.000502805
12/19/2015,06JB001,12/19/2015,,,10.8,-25.4,-35.4,-30.4,48.4,0,,,0,0,,<31,237.4969364,-1.12E-06,0.000334989,0.138339417,2.81E-06,1.22E-05,-1.86E-09,270.882859,7403.804353,1.66E-06,1.64E-05
12/20/2015,06JB001,12/20/2015,,,10.6,-24.4,-30.9,-27.7,45.7,0,,,0,0,,<31,242.7588706,2.98E-07,0.000332932,0.138391261,2.54E-05,7.07E-06,-1.86E-09,270.7568452,8600.719545,2.62E-05,9.01E-06
12/21/2015,06JB001,12/21/2015,,,10.4,-21.9,-27.4,-24.7,42.7,0,,,0.2,0.2,,<31,251.3483287,1.20E-06,0.000330812,0.138522689,6.38E-05,3.88E-05,-1.86E-09,270.7294533,6318.00579,6.59E-05,4.35E-05
12/22/2015,06JB001,12/22/2015,,,10.2,-19.9,-24,-22,40,0,,,0.2,0.2,,<31,249.1562267,1.21E-08,0.000328753,0.13957811,2.33E-05,0.000932931,-1.86E-09,270.7697536,6536.055211,2.36E-05,0.000936745
12/23/2015,06JB001,12/23/2015,,,10,-21.4,-39.2,-30.3,48.3,0,,,0.4,0.4,,<31,239.955195,-1.81E-06,0.000326688,0.139677841,1.32E-05,2.08E-05,-1.86E-09,270.707549,7007.756626,1.14E-05,2.67E-05
12/24/2015,06JB001,12/24/2015,,,9.86,-36.6,-43.6,-40.1,58.1,0,,,0.2,0.2,,<31,234.6527179,-6.46E-07,0.00032463,0.139742394,1.09E-05,4.06E-05,-1.86E-09,270.5636049,9677.256626,1.03E-05,4.09E-05
12/25/2015,06JB001,12/25/2015,,,9.7,-29.3,-44.3,-36.8,54.8,0,,,0,0,,<31,233.2275131,-2.15E-07,0.00032251,0.139753591,7.09E-06,1.43E-06,-1.86E-09,270.3883607,9454.756626,6.90E-06,2.55E-06
12/26/2015,06JB001,12/26/2015,,,9.53,-31,-39.9,-35.5,53.5,0,,,0,0,,<31,242.0933069,5.21E-07,0.000320452,0.140040139,3.10E-05,0.00024145,-1.86E-09,270.3402625,7693.056922,3.20E-05,0.000246009
12/27/2015,06JB001,12/27/2015,,,9.38,-37.4,-44.7,-41.1,59.1,0,,,0,0,,<31,233.7658542,-6.46E-07,0.000318394,0.14009855,1.13E-05,2.99E-06,-1.86E-09,270.2372528,10807.50686,1.07E-05,5.42E-06
12/28/2015,06JB001,12/28/2015,,,9.22,,,,,,,,,,,,229.6286479,-2.15E-07,0.000316336,0.140111255,2.10E-06,4.18E-06,-1.86E-09,270.0297448,11474.91685,2.01E-06,7.23E-06
12/29/2015,06JB001,12/29/2015,,,9.07,,,,,,,,,,,,245.1616808,1.20E-06,0.000314278,0.140203058,6.22E-05,1.79E-05,-1.86E-09,269.9814202,11519.42092,6.44E-05,2.08E-05
12/30/2015,06JB001,12/30/2015,,,8.93,,,,,,,,,,,,251.9341903,1.61E-06,0.00031222,0.140473622,6.32E-05,0.000179073,-1.86E-09,270.1254443,11919.55692,6.54E-05,0.000182193
12/31/2015,06JB001,12/31/2015,,,8.79,,,,,,,,,,,,258.5011348,3.45E-06,0.000310409,0.140906765,0.000105101,0.000287333,-1.86E-09,270.2827094,9005.306051,0.000109576,0.00029074
2/16/2016,06JB001,2/16/2016,,,5.9,,,,,,,,,,,,241.638936,-3.83E-07,0.000221163,0.159452221,1.25E-05,3.09E-06,-1.86E-09,268.520479,310979.197,1.22E-05,4.50E-06
2/17/2016,06JB001,2/17/2016,,,5.89,,,,,,,,,,,,243.1275927,3.03E-08,0.000219441,0.159593614,5.42E-06,0.000124786,-1.86E-09,268.3787645,318062.2381,5.58E-06,0.000128324
2/18/2016,06JB001,2/18/2016,,,5.89,,,,,,,,,,,,243.1999952,2.58E-07,0.00021739,0.159662332,2.94E-05,4.18E-06,-1.86E-09,268.2829022,427476.3223,2.98E-05,5.72E-06
2/19/2016,06JB001,2/19/2016,,,5.88,,,,,,,,,,,,244.6990438,2.76E-07,0.000215607,0.16026583,1.83E-05,0.000562764,-1.86E-09,268.2847761,435938.4267,1.87E-05,0.00056555
2/20/2016,06JB001,2/20/2016,,,5.88,,,,,,,,,,,,242.6048932,-4.60E-07,0.000213638,0.160324579,2.29E-05,2.16E-05,-1.86E-09,268.1969949,408100.1928,2.25E-05,2.36E-05
2/21/2016,06JB001,2/21/2016,,,5.87,,,,,,,,,,,,239.6736587,-4.01E-07,0.000211833,0.160400055,1.84E-05,4.82E-06,-1.86E-09,268.0675699,499343.4008,1.80E-05,6.85E-06
2/22/2016,06JB001,2/22/2016,,,5.86,,,,,,,,,,,,241.815519,3.03E-08,0.000209802,0.160416174,8.28E-06,1.86E-09,-1.86E-09,267.929705,523635.9149,8.37E-06,9.39E-07
2/23/2016,06JB001,2/23/2016,,,5.86,,,,,,,,,,,,242.4461513,3.03E-08,0.000207991,0.160427381,6.12E-06,3.72E-06,-1.86E-09,267.7931767,567571.542,6.17E-06,3.68E-06
2/24/2016,06JB001,2/24/2016,,,5.85,,,,,,,,,,,,246.9890585,6.89E-07,0.000205968,0.160470819,3.32E-05,1.86E-09,-1.86E-09,267.7447814,558317.0877,3.41E-05,1.88E-06
2/25/2016,06JB001,2/25/2016,,,5.85,,,,,,,,,,,,246.3883891,2.76E-07,0.000204156,0.160495074,2.16E-05,1.86E-09,-1.86E-09,267.7454126,654081.0083,2.20E-05,9.39E-07
2/26/2016,06JB001,2/26/2016,,,5.85,,,,,,,,,,,,244.1872632,4.43E-07,0.000202194,0.160551081,2.74E-05,2.61E-05,-1.86E-09,267.7339936,648737.8179,2.81E-05,2.92E-05
2/27/2016,06JB001,2/27/2016,,,5.85,,,,,,,,,,,,246.8576792,-2.15E-07,0.000200411,0.160886956,5.32E-06,0.000333466,-1.86E-09,267.6427937,555616.5909,5.17E-06,0.00033596
2/28/2016,06JB001,2/28/2016,,,5.84,,,,,,,,,,,,241.58,-8.92E-07,0.000198352,0.160914008,1.41E-05,2.00E-06,-1.86E-09,267.5116554,789415.5738,1.32E-05,3.75E-06
2/29/2016,06JB001,2/29/2016,,,5.84,,,,,,,,,,,,248.7571358,3.03E-08,0.000196322,0.160879241,-2.21E-05,1.86E-09,-1.86E-09,267.4920516,839139.6693,-2.20E-05,9.39E-07
3/1/2016,06JB001,3/1/2016,,,5.84,,,,,,,,,,,,246.3751021,-4.60E-07,0.000194518,0.160862574,1.14E-05,1.86E-09,-1.86E-09,267.4845413,896769.5747,1.08E-05,1.88E-06
3/2/2016,06JB001,3/2/2016,,,5.84,,,,,,,,,,,,246.4924342,-1.97E-07,0.000192549,0.160868716,1.00E-05,1.57E-06,-1.86E-09,267.4146763,941928.5172,9.96E-06,1.88E-06
3/3/2016,06JB001,3/3/2016,,,5.84,,,,,,,,,,,,243.9173638,-2.15E-07,0.000190765,0.160875952,8.50E-06,2.10E-06,-1.86E-09,267.3299155,928630.0486,8.37E-06,3.75E-06
3/4/2016,06JB001,3/4/2016,,,5.84,,,,,,,,,,,,244.8928573,-1.97E-07,0.000188714,0.160889616,3.25E-06,7.90E-06,-1.86E-09,267.2296952,1048677.523,3.15E-06,9.48E-06
3/5/2016,06JB001,3/5/2016,,,5.83,,,,,,,,,,,,244.7150189,-1.97E-07,0.00018693,0.160900141,1.03E-05,2.67E-06,-1.86E-09,267.1375883,1127271.752,1.02E-05,5.63E-06
3/6/2016,06JB001,3/6/2016,,,5.83,,,,,,,,,,,,244.7067384,-1.56E-07,0.000184968,0.16091387,1.21E-05,1.05E-06,-1.86E-09,267.0428446,1201283.873,1.21E-05,1.88E-06
3/7/2016,06JB001,3/7/2016,,,5.83,,,,,,,,,,,,245.6282231,3.03E-08,0.000183157,0.160920357,2.03E-05,4.37E-08,-1.86E-09,266.9811034,1274245.545,2.04E-05,0
3/8/2016,06JB001,3/8/2016,,,5.83,,,,,,,,,,,,251.0300707,2.17E-07,0.000181195,0.16137297,-7.96E-06,0.000465106,-1.86E-09,267.0470549,670102.4761,-7.72E-06,0.000471413
3/9/2016,06JB001,3/9/2016,,,5.83,,,,,,,,,,,,249.5602768,9.30E-07,0.000179411,0.162718484,4.69E-06,0.000628207,-1.86E-09,267.2769763,1095571.624,5.55E-06,0.000632592
3/10/2016,06JB001,3/10/2016,,,5.83,,,,,,,,,,,,251.4157441,-6.24E-07,0.000177353,0.16278885,3.10E-06,8.51E-05,-1.86E-09,267.3077338,1115401.715,2.59E-06,8.68E-05
3/11/2016,06JB001,3/11/2016,,,5.83,,,,,,,,,,,,254.8446867,1.44E-06,0.000175577,0.163970366,-2.77E-05,0.000874805,-1.86E-09,267.5475178,610910.5303,-2.60E-05,0.000879331
3/12/2016,06JB001,3/12/2016,,,5.83,,,,,,,,,,,,255.9647193,-1.55E-06,0.000173861,0.1640203,-2.95E-06,7.66E-05,-1.86E-09,267.608971,810798.3002,-4.47E-06,8.32E-05
3/13/2016,06JB001,3/13/2016,,,5.83,,,,,,,,,,,,260.3320443,1.85E-06,0.000171892,0.16440474,3.47E-05,0.000226934,-1.86E-09,267.8684248,821756.5744,3.73E-05,0.000229703
3/14/2016,06JB001,3/14/2016,,,5.83,,,,,,,,,,,,252.9213501,-3.41E-06,0.000170116,0.164411975,-7.38E-09,6.80E-05,-1.86E-09,267.9423073,1310532.867,-3.35E-06,7.16E-05
3/15/2016,06JB001,3/15/2016,,,5.83,,,,,,,,,,,,257.5567313,-4.01E-07,0.0001684,0.164381235,1.80E-05,3.09E-06,-1.86E-09,267.9353822,1478337.346,1.76E-05,3.75E-06
3/16/2016,06JB001,3/16/2016,,,5.83,,,,,,,,,,,,262.8502299,2.76E-07,0.000166686,0.164309856,-2.78E-05,5.76E-06,-1.86E-09,268.0018361,1180590.7,-2.74E-05,6.57E-06
3/17/2016,06JB001,3/17/2016,,,5.83,,,,,,,,,,,,262.3839134,9.16E-07,0.000165245,0.167469218,-0.000101605,0.003389169,-1.86E-09,268.2514357,505523.4571,-0.000100549,0.003395277
3/18/2016,06JB001,3/18/2016,,,5.83,,,,,,,,,,,,262.3361557,-4.19E-07,0.00016353,0.170361435,3.68E-06,0.001111197,-1.86E-09,268.456802,839593.1955,3.49E-06,0.00111389
3/19/2016,06JB001,3/19/2016,,,5.83,,,,,,,,,,,,251.2480793,-1.00E-05,0.000161883,0.170841225,-5.80E-05,0.000269278,-1.86E-09,268.4200717,1175460.948,-6.81E-05,0.000270419
3/20/2016,06JB001,3/20/2016,,,5.83,,,,,,,,,,,,250.0208685,-2.27E-06,0.000160443,0.17079648,8.98E-06,5.25E-07,-1.86E-09,268.1339028,1335888.614,6.69E-06,1.01E-06
